Image,Expected,Predicted,Run No.,Source
am50_5p0_1771cQ1R1.png,109,111,0,Magnesium Dataset
am50_5p0_1771cQ1R2.png,109,108,0,Magnesium Dataset
am50_5p0_1771cQ1R3.png,109,120,0,Magnesium Dataset
am50_5p0_1771cQ1R4.png,109,128,0,Magnesium Dataset
am50_5p0_1771cQ3R1.png,109,102,0,Magnesium Dataset
am50_5p0_1771cQ3R2.png,109,120,0,Magnesium Dataset
am50_5p0_1771cQ3R3.png,109,126,0,Magnesium Dataset
am50_5p0_1771cQ3R4.png,109,120,0,Magnesium Dataset
am50_5p0_1772cQ1R1.png,109,105,0,Magnesium Dataset
am50_5p0_1772cQ1R2.png,109,117,0,Magnesium Dataset
am50_5p0_1772cQ1R3.png,109,112,0,Magnesium Dataset
am50_5p0_1772cQ1R4.png,109,103,0,Magnesium Dataset
am50_5p0_1772cQ3R1.png,109,114,0,Magnesium Dataset
am50_5p0_1772cQ3R2.png,109,108,0,Magnesium Dataset
am50_5p0_1772cQ3R3.png,109,109,0,Magnesium Dataset
am50_5p0_1772cQ3R4.png,109,110,0,Magnesium Dataset
am50_5p0_1772cQ4R1.png,109,123,0,Magnesium Dataset
am50_5p0_1772cQ4R2.png,109,106,0,Magnesium Dataset
am50_5p0_1772cQ4R3.png,109,130,0,Magnesium Dataset
am50_5p0_1772cQ4R4.png,109,119,0,Magnesium Dataset
am50_2p5_1816cQ2R1.png,109,108,0,Magnesium Dataset
am50_2p5_1816cQ2R2.png,109,128,0,Magnesium Dataset
am50_2p5_1816cQ2R3.png,109,110,0,Magnesium Dataset
am50_2p5_1816cQ2R4.png,109,99,0,Magnesium Dataset
am50_5p0_1792cQ3R1.png,109,106,0,Magnesium Dataset
am50_5p0_1792cQ3R2.png,109,115,0,Magnesium Dataset
am50_5p0_1792cQ3R3.png,109,110,0,Magnesium Dataset
am50_5p0_1792cQ3R4.png,109,103,0,Magnesium Dataset
am50_2p5_1804cQ1R1.png,109,115,0,Magnesium Dataset
am50_2p5_1804cQ1R2.png,109,104,0,Magnesium Dataset
am50_2p5_1804cQ1R3.png,109,120,0,Magnesium Dataset
am50_2p5_1804cQ1R4.png,109,123,0,Magnesium Dataset
am50_2p5_1804cQ4R1.png,109,110,0,Magnesium Dataset
am50_2p5_1804cQ4R2.png,109,108,0,Magnesium Dataset
am50_2p5_1804cQ4R3.png,109,118,0,Magnesium Dataset
am50_2p5_1804cQ4R4.png,109,109,0,Magnesium Dataset
am50_2p5_1801cQ4R1.png,109,105,0,Magnesium Dataset
am50_2p5_1801cQ4R2.png,109,130,0,Magnesium Dataset
am50_2p5_1801cQ4R3.png,109,122,0,Magnesium Dataset
am50_2p5_1801cQ4R4.png,109,123,0,Magnesium Dataset
am50_5p0_1775cQ3R1.png,109,126,0,Magnesium Dataset
am50_5p0_1775cQ3R2.png,109,131,0,Magnesium Dataset
am50_5p0_1775cQ3R3.png,109,128,0,Magnesium Dataset
am50_5p0_1775cQ3R4.png,109,122,0,Magnesium Dataset
am50_5p0_1775cQ4R1.png,109,108,0,Magnesium Dataset
am50_5p0_1775cQ4R2.png,109,109,0,Magnesium Dataset
am50_5p0_1775cQ4R3.png,109,107,0,Magnesium Dataset
am50_5p0_1775cQ4R4.png,109,105,0,Magnesium Dataset
am50_2p5_1822cQ2R1.png,109,121,0,Magnesium Dataset
am50_2p5_1822cQ2R2.png,109,133,0,Magnesium Dataset
am50_2p5_1822cQ2R3.png,109,126,0,Magnesium Dataset
am50_2p5_1822cQ2R4.png,109,125,0,Magnesium Dataset
am50_2p5_1817cQ3R1.png,109,111,0,Magnesium Dataset
am50_2p5_1817cQ3R2.png,109,120,0,Magnesium Dataset
am50_2p5_1817cQ3R3.png,109,110,0,Magnesium Dataset
am50_2p5_1817cQ3R4.png,109,123,0,Magnesium Dataset
am50_5p0_1799cQ2R1.png,109,117,0,Magnesium Dataset
am50_5p0_1799cQ2R2.png,109,116,0,Magnesium Dataset
am50_5p0_1799cQ2R3.png,109,103,0,Magnesium Dataset
am50_5p0_1799cQ2R4.png,109,110,0,Magnesium Dataset
am50_5p0_1787cQ3R1.png,109,104,0,Magnesium Dataset
am50_5p0_1787cQ3R2.png,109,107,0,Magnesium Dataset
am50_5p0_1787cQ3R3.png,109,111,0,Magnesium Dataset
am50_5p0_1787cQ3R4.png,109,97,0,Magnesium Dataset
am50_5p0_1793cQ2R1.png,109,101,0,Magnesium Dataset
am50_5p0_1793cQ2R2.png,109,109,0,Magnesium Dataset
am50_5p0_1793cQ2R3.png,109,99,0,Magnesium Dataset
am50_5p0_1793cQ2R4.png,109,101,0,Magnesium Dataset
am50_2p5_1806cQ4R1.png,109,108,0,Magnesium Dataset
am50_2p5_1806cQ4R2.png,109,120,0,Magnesium Dataset
am50_2p5_1806cQ4R3.png,109,118,0,Magnesium Dataset
am50_2p5_1806cQ4R4.png,109,113,0,Magnesium Dataset
am50_2p5_1821cQ4R1.png,109,113,0,Magnesium Dataset
am50_2p5_1821cQ4R2.png,109,132,0,Magnesium Dataset
am50_2p5_1821cQ4R3.png,109,123,0,Magnesium Dataset
am50_2p5_1821cQ4R4.png,109,112,0,Magnesium Dataset
am50_2p5_1810cQ4R1.png,109,117,0,Magnesium Dataset
am50_2p5_1810cQ4R2.png,109,107,0,Magnesium Dataset
am50_2p5_1810cQ4R3.png,109,108,0,Magnesium Dataset
am50_2p5_1810cQ4R4.png,109,108,0,Magnesium Dataset
am50_5p0_1786cQ1R1.png,109,105,0,Magnesium Dataset
am50_5p0_1786cQ1R2.png,109,105,0,Magnesium Dataset
am50_5p0_1786cQ1R3.png,109,98,0,Magnesium Dataset
am50_5p0_1786cQ1R4.png,109,108,0,Magnesium Dataset
am50_5p0_1786cQ2R1.png,109,100,0,Magnesium Dataset
am50_5p0_1786cQ2R2.png,109,95,0,Magnesium Dataset
am50_5p0_1786cQ2R3.png,109,106,0,Magnesium Dataset
am50_5p0_1786cQ2R4.png,109,115,0,Magnesium Dataset
am50_2p5_1829cQ1R1.png,109,114,0,Magnesium Dataset
am50_2p5_1829cQ1R2.png,109,112,0,Magnesium Dataset
am50_2p5_1829cQ1R3.png,109,110,0,Magnesium Dataset
am50_2p5_1829cQ1R4.png,109,112,0,Magnesium Dataset
am50_2p5_1829cQ4R1.png,109,101,0,Magnesium Dataset
am50_2p5_1829cQ4R2.png,109,116,0,Magnesium Dataset
am50_2p5_1829cQ4R3.png,109,124,0,Magnesium Dataset
am50_2p5_1829cQ4R4.png,109,120,0,Magnesium Dataset
am50_2p5_1809cQ2R1.png,109,121,0,Magnesium Dataset
am50_2p5_1809cQ2R2.png,109,96,0,Magnesium Dataset
am50_2p5_1809cQ2R3.png,109,107,0,Magnesium Dataset
am50_2p5_1809cQ2R4.png,109,114,0,Magnesium Dataset
am50_2p5_1805cQ1R1.png,109,113,0,Magnesium Dataset
am50_2p5_1805cQ1R2.png,109,118,0,Magnesium Dataset
am50_2p5_1805cQ1R3.png,109,126,0,Magnesium Dataset
am50_2p5_1805cQ1R4.png,109,110,0,Magnesium Dataset
am50_2p5_1805cQ2R1.png,109,123,0,Magnesium Dataset
am50_2p5_1805cQ2R2.png,109,120,0,Magnesium Dataset
am50_2p5_1805cQ2R3.png,109,118,0,Magnesium Dataset
am50_2p5_1805cQ2R4.png,109,118,0,Magnesium Dataset
am50_5p0_1779cQ4R1.png,109,103,0,Magnesium Dataset
am50_5p0_1779cQ4R2.png,109,120,0,Magnesium Dataset
am50_5p0_1779cQ4R3.png,109,113,0,Magnesium Dataset
am50_5p0_1779cQ4R4.png,109,109,0,Magnesium Dataset
am50_2p5_1811cQ1R1.png,109,147,0,Magnesium Dataset
am50_2p5_1811cQ1R2.png,109,127,0,Magnesium Dataset
am50_2p5_1811cQ1R3.png,109,126,0,Magnesium Dataset
am50_2p5_1811cQ1R4.png,109,118,0,Magnesium Dataset
am50_2p5_1811cQ4R1.png,109,107,0,Magnesium Dataset
am50_2p5_1811cQ4R2.png,109,111,0,Magnesium Dataset
am50_2p5_1811cQ4R3.png,109,107,0,Magnesium Dataset
am50_2p5_1811cQ4R4.png,109,111,0,Magnesium Dataset
am50_5p0_1798cQ1R1.png,109,107,0,Magnesium Dataset
am50_5p0_1798cQ1R2.png,109,110,0,Magnesium Dataset
am50_5p0_1798cQ1R3.png,109,98,0,Magnesium Dataset
am50_5p0_1798cQ1R4.png,109,108,0,Magnesium Dataset
am50_5p0_1798cQ4R1.png,109,119,0,Magnesium Dataset
am50_5p0_1798cQ4R2.png,109,107,0,Magnesium Dataset
am50_5p0_1798cQ4R3.png,109,117,0,Magnesium Dataset
am50_5p0_1798cQ4R4.png,109,107,0,Magnesium Dataset
am50_2p5_1812cQ1R1.png,109,147,0,Magnesium Dataset
am50_2p5_1812cQ1R2.png,109,108,0,Magnesium Dataset
am50_2p5_1812cQ1R3.png,109,109,0,Magnesium Dataset
am50_2p5_1812cQ1R4.png,109,160,0,Magnesium Dataset
am50_5p0_1784cQ4R1.png,109,105,0,Magnesium Dataset
am50_5p0_1784cQ4R2.png,109,106,0,Magnesium Dataset
am50_5p0_1784cQ4R3.png,109,97,0,Magnesium Dataset
am50_5p0_1784cQ4R4.png,109,100,0,Magnesium Dataset
am50_5p0_1769cQ3R1.png,109,111,0,Magnesium Dataset
am50_5p0_1769cQ3R2.png,109,113,0,Magnesium Dataset
am50_5p0_1769cQ3R3.png,109,105,0,Magnesium Dataset
am50_5p0_1769cQ3R4.png,109,107,0,Magnesium Dataset
am50_5p0_1790cQ4R1.png,109,103,0,Magnesium Dataset
am50_5p0_1790cQ4R2.png,109,113,0,Magnesium Dataset
am50_5p0_1790cQ4R3.png,109,116,0,Magnesium Dataset
am50_5p0_1790cQ4R4.png,109,116,0,Magnesium Dataset
am50_5p0_1788cQ2R1.png,109,109,0,Magnesium Dataset
am50_5p0_1788cQ2R2.png,109,110,0,Magnesium Dataset
am50_5p0_1788cQ2R3.png,109,99,0,Magnesium Dataset
am50_5p0_1788cQ2R4.png,109,123,0,Magnesium Dataset
am50_5p0_1788cQ4R1.png,109,93,0,Magnesium Dataset
am50_5p0_1788cQ4R2.png,109,110,0,Magnesium Dataset
am50_5p0_1788cQ4R3.png,109,112,0,Magnesium Dataset
am50_5p0_1788cQ4R4.png,109,102,0,Magnesium Dataset
am50_2p5_1819cQ1R1.png,109,104,0,Magnesium Dataset
am50_2p5_1819cQ1R2.png,109,110,0,Magnesium Dataset
am50_2p5_1819cQ1R3.png,109,110,0,Magnesium Dataset
am50_2p5_1819cQ1R4.png,109,110,0,Magnesium Dataset
am50_2p5_1819cQ4R1.png,109,127,0,Magnesium Dataset
am50_2p5_1819cQ4R2.png,109,110,0,Magnesium Dataset
am50_2p5_1819cQ4R3.png,109,110,0,Magnesium Dataset
am50_2p5_1819cQ4R4.png,109,114,0,Magnesium Dataset
am50_2p5_1815cQ1R1.png,109,113,0,Magnesium Dataset
am50_2p5_1815cQ1R2.png,109,103,0,Magnesium Dataset
am50_2p5_1815cQ1R3.png,109,102,0,Magnesium Dataset
am50_2p5_1815cQ1R4.png,109,99,0,Magnesium Dataset
am50_2p5_1808cQ4R1.png,109,117,0,Magnesium Dataset
am50_2p5_1808cQ4R2.png,109,125,0,Magnesium Dataset
am50_2p5_1808cQ4R3.png,109,121,0,Magnesium Dataset
am50_2p5_1808cQ4R4.png,109,120,0,Magnesium Dataset
am50_5p0_1797cQ4R1.png,109,110,0,Magnesium Dataset
am50_5p0_1797cQ4R2.png,109,92,0,Magnesium Dataset
am50_5p0_1797cQ4R3.png,109,101,0,Magnesium Dataset
am50_5p0_1797cQ4R4.png,109,98,0,Magnesium Dataset
am50_5p0_1785cQ4R1.png,109,111,0,Magnesium Dataset
am50_5p0_1785cQ4R2.png,109,117,0,Magnesium Dataset
am50_5p0_1785cQ4R3.png,109,103,0,Magnesium Dataset
am50_5p0_1785cQ4R4.png,109,111,0,Magnesium Dataset
am50_2p5_1814cQ1R1.png,109,98,0,Magnesium Dataset
am50_2p5_1814cQ1R2.png,109,112,0,Magnesium Dataset
am50_2p5_1814cQ1R3.png,109,109,0,Magnesium Dataset
am50_2p5_1814cQ1R4.png,109,113,0,Magnesium Dataset
am50_2p5_1814cQ4R1.png,109,115,0,Magnesium Dataset
am50_2p5_1814cQ4R2.png,109,113,0,Magnesium Dataset
am50_2p5_1814cQ4R3.png,109,122,0,Magnesium Dataset
am50_2p5_1814cQ4R4.png,109,116,0,Magnesium Dataset
am50_5p0_1794cQ1R1.png,109,116,0,Magnesium Dataset
am50_5p0_1794cQ1R2.png,109,112,0,Magnesium Dataset
am50_5p0_1794cQ1R3.png,109,110,0,Magnesium Dataset
am50_5p0_1794cQ1R4.png,109,107,0,Magnesium Dataset
am50_5p0_1789cQ1R1.png,109,111,0,Magnesium Dataset
am50_5p0_1789cQ1R2.png,109,100,0,Magnesium Dataset
am50_5p0_1789cQ1R3.png,109,99,0,Magnesium Dataset
am50_5p0_1789cQ1R4.png,109,103,0,Magnesium Dataset
am50_5p0_1789cQ3R1.png,109,111,0,Magnesium Dataset
am50_5p0_1789cQ3R2.png,109,114,0,Magnesium Dataset
am50_5p0_1789cQ3R3.png,109,117,0,Magnesium Dataset
am50_5p0_1789cQ3R4.png,109,113,0,Magnesium Dataset
am50_5p0_1783cQ1R1.png,109,105,0,Magnesium Dataset
am50_5p0_1783cQ1R2.png,109,112,0,Magnesium Dataset
am50_5p0_1783cQ1R3.png,109,101,0,Magnesium Dataset
am50_5p0_1783cQ1R4.png,109,103,0,Magnesium Dataset
am50_5p0_1783cQ2R1.png,109,102,0,Magnesium Dataset
am50_5p0_1783cQ2R2.png,109,101,0,Magnesium Dataset
am50_5p0_1783cQ2R3.png,109,94,0,Magnesium Dataset
am50_5p0_1783cQ2R4.png,109,98,0,Magnesium Dataset
am50_5p0_1778cQ4R1.png,109,108,0,Magnesium Dataset
am50_5p0_1778cQ4R2.png,109,112,0,Magnesium Dataset
am50_5p0_1778cQ4R3.png,109,121,0,Magnesium Dataset
am50_5p0_1778cQ4R4.png,109,108,0,Magnesium Dataset
am40_2p5_1763cQ2R1.png,107,107,0,Magnesium Dataset
am40_2p5_1763cQ2R2.png,107,110,0,Magnesium Dataset
am40_2p5_1763cQ2R3.png,107,106,0,Magnesium Dataset
am40_2p5_1763cQ2R4.png,107,111,0,Magnesium Dataset
am40_2p5_1763cQ4R1.png,107,110,0,Magnesium Dataset
am40_2p5_1763cQ4R2.png,107,118,0,Magnesium Dataset
am40_2p5_1763cQ4R3.png,107,107,0,Magnesium Dataset
am40_2p5_1763cQ4R4.png,107,117,0,Magnesium Dataset
am40_2p5_1750cQ4R1.png,107,101,0,Magnesium Dataset
am40_2p5_1750cQ4R2.png,107,113,0,Magnesium Dataset
am40_2p5_1750cQ4R3.png,107,111,0,Magnesium Dataset
am40_2p5_1750cQ4R4.png,107,111,0,Magnesium Dataset
am40_2p5_1728cQ1R1.png,107,111,0,Magnesium Dataset
am40_2p5_1728cQ1R2.png,107,124,0,Magnesium Dataset
am40_2p5_1728cQ1R3.png,107,120,0,Magnesium Dataset
am40_2p5_1728cQ1R4.png,107,127,0,Magnesium Dataset
am40_2p5_1728cQ2R1.png,107,152,0,Magnesium Dataset
am40_2p5_1728cQ2R2.png,107,141,0,Magnesium Dataset
am40_2p5_1728cQ2R3.png,107,127,0,Magnesium Dataset
am40_2p5_1728cQ2R4.png,107,135,0,Magnesium Dataset
am40_5p0_1719cQ2R1.png,107,109,0,Magnesium Dataset
am40_5p0_1719cQ2R2.png,107,104,0,Magnesium Dataset
am40_5p0_1719cQ2R3.png,107,114,0,Magnesium Dataset
am40_5p0_1719cQ2R4.png,107,120,0,Magnesium Dataset
am40_5p0_1698cQ1R1.png,107,104,0,Magnesium Dataset
am40_5p0_1698cQ1R2.png,107,116,0,Magnesium Dataset
am40_5p0_1698cQ1R3.png,107,124,0,Magnesium Dataset
am40_5p0_1698cQ1R4.png,107,108,0,Magnesium Dataset
am40_5p0_1698cQ4R1.png,107,118,0,Magnesium Dataset
am40_5p0_1698cQ4R2.png,107,100,0,Magnesium Dataset
am40_5p0_1698cQ4R3.png,107,117,0,Magnesium Dataset
am40_5p0_1698cQ4R4.png,107,113,0,Magnesium Dataset
am40_2p5_1738cQ4R1.png,107,113,0,Magnesium Dataset
am40_2p5_1738cQ4R2.png,107,121,0,Magnesium Dataset
am40_2p5_1738cQ4R3.png,107,111,0,Magnesium Dataset
am40_2p5_1738cQ4R4.png,107,113,0,Magnesium Dataset
am40_2p5_1725cQ3R1.png,107,99,0,Magnesium Dataset
am40_2p5_1725cQ3R2.png,107,107,0,Magnesium Dataset
am40_2p5_1725cQ3R3.png,107,93,0,Magnesium Dataset
am40_2p5_1725cQ3R4.png,107,101,0,Magnesium Dataset
am40_2p5_1725cQ4R1.png,107,116,0,Magnesium Dataset
am40_2p5_1725cQ4R2.png,107,117,0,Magnesium Dataset
