Image,Expected,Predicted,Subset
am50_5p0_1771cQ4R1.png,109.0,122,Test
am50_5p0_1771cQ4R2.png,109.0,118,Test
am50_5p0_1771cQ4R3.png,109.0,121,Test
am50_5p0_1771cQ4R4.png,109.0,114,Test
am50_2p5_1820cQ1R1.png,109.0,126,Test
am50_2p5_1820cQ1R2.png,109.0,116,Test
am50_2p5_1820cQ1R3.png,109.0,127,Test
am50_2p5_1820cQ1R4.png,109.0,122,Test
am50_2p5_1820cQ3R1.png,109.0,115,Test
am50_2p5_1820cQ3R2.png,109.0,120,Test
am50_2p5_1820cQ3R3.png,109.0,128,Test
am50_2p5_1820cQ3R4.png,109.0,122,Test
am50_2p5_1816cQ1R1.png,109.0,107,Test
am50_2p5_1816cQ1R2.png,109.0,114,Test
am50_2p5_1816cQ1R3.png,109.0,120,Test
am50_2p5_1816cQ1R4.png,109.0,111,Test
am50_2p5_1816cQ4R1.png,109.0,137,Test
am50_2p5_1816cQ4R2.png,109.0,134,Test
am50_2p5_1816cQ4R3.png,109.0,114,Test
am50_2p5_1816cQ4R4.png,109.0,118,Test
am50_5p0_1770cQ1R1.png,109.0,105,Test
am50_5p0_1770cQ1R2.png,109.0,98,Test
am50_5p0_1770cQ1R3.png,109.0,100,Test
am50_5p0_1770cQ1R4.png,109.0,112,Test
am50_5p0_1796cQ3R1.png,109.0,112,Test
am50_5p0_1796cQ3R2.png,109.0,109,Test
am50_5p0_1796cQ3R3.png,109.0,123,Test
am50_5p0_1796cQ3R4.png,109.0,117,Test
am50_5p0_1774cQ3R1.png,109.0,122,Test
am50_5p0_1774cQ3R2.png,109.0,115,Test
am50_5p0_1774cQ3R3.png,109.0,115,Test
am50_5p0_1774cQ3R4.png,109.0,115,Test
am50_2p5_1825cQ2R1.png,109.0,109,Test
am50_2p5_1825cQ2R2.png,109.0,121,Test
am50_2p5_1825cQ2R3.png,109.0,118,Test
am50_2p5_1825cQ2R4.png,109.0,100,Test
am50_2p5_1825cQ3R1.png,109.0,121,Test
am50_2p5_1825cQ3R2.png,109.0,115,Test
am50_2p5_1825cQ3R3.png,109.0,109,Test
am50_2p5_1825cQ3R4.png,109.0,108,Test
am50_2p5_1825cQ4R1.png,109.0,116,Test
am50_2p5_1825cQ4R2.png,109.0,113,Test
am50_2p5_1825cQ4R3.png,109.0,108,Test
am50_2p5_1825cQ4R4.png,109.0,122,Test
am50_2p5_1824cQ1R1.png,109.0,118,Test
am50_2p5_1824cQ1R2.png,109.0,122,Test
am50_2p5_1824cQ1R3.png,109.0,115,Test
am50_2p5_1824cQ1R4.png,109.0,122,Test
am50_2p5_1804cQ3R1.png,109.0,109,Test
am50_2p5_1804cQ3R2.png,109.0,120,Test
am50_2p5_1804cQ3R3.png,109.0,132,Test
am50_2p5_1804cQ3R4.png,109.0,113,Test
am50_2p5_1801cQ3R1.png,109.0,98,Test
am50_2p5_1801cQ3R2.png,109.0,105,Test
am50_2p5_1801cQ3R3.png,109.0,110,Test
am50_2p5_1801cQ3R4.png,109.0,108,Test
am50_2p5_1801cQ4R1.png,109.0,114,Test
am50_2p5_1801cQ4R2.png,109.0,124,Test
am50_2p5_1801cQ4R3.png,109.0,118,Test
am50_2p5_1801cQ4R4.png,109.0,113,Test
am50_5p0_1775cQ3R1.png,109.0,122,Test
am50_5p0_1775cQ3R2.png,109.0,140,Test
am50_5p0_1775cQ3R3.png,109.0,129,Test
am50_5p0_1775cQ3R4.png,109.0,126,Test
am50_5p0_1775cQ4R1.png,109.0,112,Test
am50_5p0_1775cQ4R2.png,109.0,113,Test
am50_5p0_1775cQ4R3.png,109.0,116,Test
am50_5p0_1775cQ4R4.png,109.0,124,Test
am50_2p5_1817cQ2R1.png,109.0,115,Test
am50_2p5_1817cQ2R2.png,109.0,111,Test
am50_2p5_1817cQ2R3.png,109.0,113,Test
am50_2p5_1817cQ2R4.png,109.0,120,Test
am50_2p5_1817cQ3R1.png,109.0,114,Test
am50_2p5_1817cQ3R2.png,109.0,133,Test
am50_2p5_1817cQ3R3.png,109.0,118,Test
am50_2p5_1817cQ3R4.png,109.0,127,Test
am50_5p0_1799cQ1R1.png,109.0,110,Test
am50_5p0_1799cQ1R2.png,109.0,114,Test
am50_5p0_1799cQ1R3.png,109.0,127,Test
am50_5p0_1799cQ1R4.png,109.0,116,Test
am50_5p0_1787cQ3R1.png,109.0,116,Test
