Image,Expected,Predicted,Subset
am50_5p0_1771cQ2R1.png,109.0,,
am50_5p0_1771cQ2R2.png,109.0,,
am50_5p0_1771cQ2R3.png,109.0,,
am50_5p0_1771cQ2R4.png,109.0,,
am50_5p0_1772cQ1R1.png,109.0,,
am50_5p0_1772cQ1R2.png,109.0,,
am50_5p0_1772cQ1R3.png,109.0,,
am50_5p0_1772cQ1R4.png,109.0,,
am50_2p5_1802cQ2R1.png,109.0,,
am50_2p5_1802cQ2R2.png,109.0,,
am50_2p5_1802cQ2R3.png,109.0,,
am50_2p5_1802cQ2R4.png,109.0,,
am50_2p5_1802cQ4R1.png,109.0,,
am50_2p5_1802cQ4R2.png,109.0,,
am50_2p5_1802cQ4R3.png,109.0,,
am50_2p5_1802cQ4R4.png,109.0,,
am50_2p5_1820cQ2R1.png,109.0,,
am50_2p5_1820cQ2R2.png,109.0,,
am50_2p5_1820cQ2R3.png,109.0,,
am50_2p5_1820cQ2R4.png,109.0,,
am50_2p5_1820cQ3R1.png,109.0,,
am50_2p5_1820cQ3R2.png,109.0,,
am50_2p5_1820cQ3R3.png,109.0,,
am50_2p5_1820cQ3R4.png,109.0,,
am50_2p5_1816cQ2R1.png,109.0,,
am50_2p5_1816cQ2R2.png,109.0,,
am50_2p5_1816cQ2R3.png,109.0,,
am50_2p5_1816cQ2R4.png,109.0,,
am50_5p0_1792cQ1R1.png,109.0,,
am50_5p0_1792cQ1R2.png,109.0,,
am50_5p0_1792cQ1R3.png,109.0,,
am50_5p0_1792cQ1R4.png,109.0,,
am50_5p0_1796cQ4R1.png,109.0,,
am50_5p0_1796cQ4R2.png,109.0,,
am50_5p0_1796cQ4R3.png,109.0,,
am50_5p0_1796cQ4R4.png,109.0,,
am50_5p0_1774cQ1R1.png,109.0,,
am50_5p0_1774cQ1R2.png,109.0,,
am50_5p0_1774cQ1R3.png,109.0,,
am50_5p0_1774cQ1R4.png,109.0,,
am50_2p5_1825cQ2R1.png,109.0,,
am50_2p5_1825cQ2R2.png,109.0,,
am50_2p5_1825cQ2R3.png,109.0,,
am50_2p5_1825cQ2R4.png,109.0,,
am50_2p5_1824cQ1R1.png,109.0,,
am50_2p5_1824cQ1R2.png,109.0,,
am50_2p5_1824cQ1R3.png,109.0,,
am50_2p5_1824cQ1R4.png,109.0,,
am50_2p5_1804cQ2R1.png,109.0,,
am50_2p5_1804cQ2R2.png,109.0,,
am50_2p5_1804cQ2R3.png,109.0,,
am50_2p5_1804cQ2R4.png,109.0,,
am50_2p5_1801cQ2R1.png,109.0,,
am50_2p5_1801cQ2R2.png,109.0,,
am50_2p5_1801cQ2R3.png,109.0,,
am50_2p5_1801cQ2R4.png,109.0,,
am50_2p5_1801cQ4R1.png,109.0,,
am50_2p5_1801cQ4R2.png,109.0,,
am50_2p5_1801cQ4R3.png,109.0,,
am50_2p5_1801cQ4R4.png,109.0,,
am50_5p0_1775cQ4R1.png,109.0,,
am50_5p0_1775cQ4R2.png,109.0,,
am50_5p0_1775cQ4R3.png,109.0,,
am50_5p0_1775cQ4R4.png,109.0,,
am50_5p0_1787cQ1R1.png,109.0,,
am50_5p0_1787cQ1R2.png,109.0,,
am50_5p0_1787cQ1R3.png,109.0,,
am50_5p0_1787cQ1R4.png,109.0,,
am50_5p0_1787cQ3R1.png,109.0,,
am50_5p0_1787cQ3R2.png,109.0,,
am50_5p0_1787cQ3R3.png,109.0,,
am50_5p0_1787cQ3R4.png,109.0,,
am50_5p0_1793cQ1R1.png,109.0,,
am50_5p0_1793cQ1R2.png,109.0,,
am50_5p0_1793cQ1R3.png,109.0,,
