Source,Alloy Name,Expected,Average Prediction
ASM Dataset,Muntz Metal,110.0,149.2294520547945
ASM Dataset,C63200 TQ50,350.0,364.569018404908
ASM Dataset,2014 T6,483.0,378.25484496124034
ASM Dataset,C83600,95.0,209.60479041916167
ASM Dataset,2024 T3,290.0,264.1276119402985
ASM Dataset,R58010 STA,1100.0,611.0396341463414
ASM Dataset,ASTM A517 Grade B QT,655.0,648.75
ASM Dataset,1050 QT595,543.0,549.978187919463
ASM Dataset,C85200,95.0,192.7404458598726
ASM Dataset,ASTM 897M 850-550-10 As Cast,758.0,571.1428571428571
ASM Dataset,ASTM A516 Grade 70,260.0,313.57670454545456
ASM Dataset,N08800 A,210.0,198.82432432432432
ASM Dataset,Elgiloy ColdW,1310.0,805.1947674418604
ASM Dataset,ASTM A148 Normalized,460.0,389.29545454545456
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Ti-6Al-2Sn-4Zr-2Mo-0.1Si,896.0,885.8661029782938
ASM Dataset,HK31A T6,105.0,139.09567901234567
ASM Dataset,CA15 As Cast,450.0,448.62745098039215
ASM Dataset,2024 T6,345.0,374.8450980392157
ASM Dataset,D3 QT,1550.0,1530.5548780487804
ASM Dataset,356,100.0,174.09342560553634
ASM Dataset,ASTM A27 As Cast,230.0,185.84935897435898
ASM Dataset,304 Annealed,230.0,209.33881578947367
ASM Dataset,301 Sixteenth Hard,350.0,434.3235294117647
ASM Dataset,CA6NM Tempered,690.0,601.105
ASM Dataset,C51000 A,130.0,218.14329268292684
ASM Dataset,5657 Annealed,40.0,107.80898876404494
ASM Dataset,AZ92A T6,140.0,216.2913043478261
ASM Dataset,R50700 A,590.0,493.56230283911674
ASM Dataset,R56400 Forging A,860.0,568.2994505494505
ASM Dataset,316L Annealed,190.0,267.12314540059344
ASM Dataset,308,110.0,122.18243243243244
ASM Dataset,C97800,170.0,194.10069444444446
ASM Dataset,7075 Annealed,145.0,242.4781879194631
ASM Dataset,AZ91A F,160.0,281.2025316455696
ASM Dataset,C95400 Tempered,310.0,354.5509554140127
ASM Dataset,C35000,90.0,235.46341463414635
ASM Dataset,ASTM A515 Grade 70,265.0,316.92977528089887
ASM Dataset,ASTM A216 WCB Annealed,280.0,264.1235632183908
ASM Dataset,Ti-10-2-3 Sample 4,1169.0,995.2467105263158
ASM Dataset,319.0 Solution aged,185.0,217.76162790697674
ASM Dataset,440A Annealed,448.0,500.3890977443609
ASM Dataset,ZK60A F,230.0,287.603125
ASM Dataset,N13100,655.0,697.5514705882352
ASM Dataset,C61300 M20,240.0,350.3735294117647
ASM Dataset,5456 Annealed,159.0,278.5357142857143
ASM Dataset,4140 A Furnace Cooled,415.0,443.1276041666667
ASM Dataset,ASTM A285 Grade C,205.0,219.10174418604652
ASM Dataset,R56401 A,790.0,617.456081081081
ASM Dataset,4130 Normalized,435.0,369.1993243243243
ASM Dataset,R56400 Plate A,828.0,749.3450226244344
ASM Dataset,356.0 T51,110.0,126.68154761904762
ASM Dataset,410 Tempered at 453c,920.0,927.8766666666667
ASM Dataset,2024 T851,400.0,319.4915730337079
ASM Dataset,AZ63A T6,120.0,203.36824324324326
ASM Dataset,242,120.0,132.26724137931035
ASM Dataset,ASTM A572 Grade 65,510.0,559.8373493975904
ASM Dataset,J92701,280.0,232.74358974358975
ASM Dataset,HM31A T5,270.0,436.37012987012986
ASM Dataset,2014 T4,290.0,278.1655844155844
ASM Dataset,Ti-10-2-3 Sample 3,1191.0,1103.7438271604938
ASM Dataset,201.0-T7,400.0,320.14115646258506
ASM Dataset,4140 Normalized,635.0,479.72727272727275
ASM Dataset,C93700,115.0,158.83277027027026
