Source,Alloy Name,Expected,Average Prediction
ASM Dataset,2024 T3,290.0,264.6764705882353
ASM Dataset,301 Quarter Hard,590.0,884.8333333333334
ASM Dataset,C28000 M20,150.0,190.83333333333334
ASM Dataset,8620 Normalized,360.0,527.1875
ASM Dataset,8617 A,320.0,281.3125
ASM Dataset,CK-20 As Cast,195.0,314.375
ASM Dataset,301 Sixteenth Hard,350.0,438.15
ASM Dataset,N13100,655.0,907.5
ASM Dataset,ASTM A 542 class 2 QT,690.0,564.6111111111111
ASM Dataset,ZK60A F,230.0,287.05
ASM Dataset,ASTM A890 5A As Cast,515.0,390.85
ASM Dataset,C85200,95.0,193.7159090909091
ASM Dataset,AL-6XN,370.0,201.0
ASM Dataset,1015 Normalized,325.0,338.625
ASM Dataset,302 Annealed,275.0,323.7083333333333
ASM Dataset,R50700 A,590.0,538.3333333333334
ASM Dataset,C443.0,100.0,214.9
ASM Dataset,C11000 A,69.0,169.82142857142858
ASM Dataset,ZK51A T5,150.0,183.6875
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Ti-6Al-2Sn-4Zr-2Mo-0.1Si,896.0,908.9397590361446
ASM Dataset,C51000 A,130.0,250.9375
ASM Dataset,C95500 as Cast,320.0,328.27777777777777
ASM Dataset,R56210 A,760.0,779.2916666666666
ASM Dataset,1020 Hot Rolled,205.0,222.375
ASM Dataset,356.0 T51,110.0,146.9375
ASM Dataset,ASTM A216 WCA Annealed,230.0,189.6875
ASM Dataset,D3 QT,1550.0,1604.0
ASM Dataset,ASTM A516 Grade 70,260.0,318.39285714285717
ASM Dataset,520.0 T4,152.0,387.6
ASM Dataset,6151 T6,295.0,337.875
ASM Dataset,R56400 STA,1100.0,861.9166666666666
ASM Dataset,413,130.0,218.1
ASM Dataset,356.0 T6,152.0,195.525
ASM Dataset,HK31A T6,105.0,155.25
ASM Dataset,238,210.0,154.625
ASM Dataset,MP35N ColdW,1413.0,1289.9375
ASM Dataset,440B Tempered,1860.0,1730.0
ASM Dataset,304 Quarter Hard,515.0,566.25
ASM Dataset,ASTM A36 As Rolled,250.0,268.2083333333333
ASM Dataset,Ti Grade 7 (CP) A,340.0,313.51785714285717
ASM Dataset,330 Annealed,290.0,333.0
ASM Dataset,2219 T6,250.0,280.4
ASM Dataset,MetalTek C86300,415.0,402.625
ASM Dataset,8740 Tempered,1060.0,801.6071428571429
ASM Dataset,Discaloy STA,730.0,483.09375
ASM Dataset,201.0-T7,400.0,318.45
ASM Dataset,440C Annealed,450.0,620.3
ASM Dataset,NearTi-17 HT,1014.0,993.25
ASM Dataset,1117 Normalized,305.0,225.16666666666666
ASM Dataset,C70600 A,100.0,174.41666666666666
ASM Dataset,HM21A T5,150.0,296.9375
ASM Dataset,CA-6NM As Cast,550.0,458.0
ASM Dataset,7075 T7352,386.0,303.4318181818182
ASM Dataset,C11000 M20,77.0,134.06730769230768
ASM Dataset,17-7 PH Annealed,430.0,521.375
ASM Dataset,R58010 STA,1100.0,592.0625
ASM Dataset,R56260 A,1020.0,939.625
ASM Dataset,2218 T61,305.0,372.5
ASM Dataset,PH 13-8 Mo HTA,1379.0,651.15
ASM Dataset,1100 Annealed,34.5,313.5
ASM Dataset,319,96.5,328.875
ASM Dataset,N07750 HTA,655.0,692.5
ASM Dataset,4140 Normalized,635.0,619.3333333333334
ASM Dataset,431 Annealed,655.0,521.875
ASM Dataset,A286 STA,759.0,537.25
ASM Dataset,F33100 As Cast,310.0,320.875
ASM Dataset,C97600,140.0,148.9090909090909
ASM Dataset,A10 Annealed,470.0,527.0625
ASM Dataset,C63200 TQ50,350.0,392.5
ASM Dataset,C14200 H55,230.0,226.2
ASM Dataset,304 Annealed,230.0,232.41666666666666
ASM Dataset,C93200,130.0,177.08333333333334
ASM Dataset,2014 T4,290.0,297.0
ASM Dataset,2024 T851,400.0,327.125
ASM Dataset,ASTM A537 Grade A Normalized,330.0,345.3970588235294
ASM Dataset,C17510 AT,630.0,319.75
ASM Dataset,O6 Annealed,410.0,253.25
ASM Dataset,AZ92A T6,140.0,223.53125
ASM Dataset,410 Tempered at 453c,920.0,920.9375
ASM Dataset,2024 Annealed,95.0,149.55
ASM Dataset,718 ColdWA,1455.0,1175.9166666666667
ASM Dataset,AZ91C T6,130.0,275.45
ASM Dataset,R50250 A,240.0,267.5
ASM Dataset,Muntz Metal,110.0,147.3125
ASM Dataset,C10200 A,90.0,158.0
ASM Dataset,15-5 PH STA,1069.0,1049.45
ASM Dataset,QE22A T6,190.0,266.11538461538464
ASM Dataset,ASTM 897M 850-550-10 As Cast,758.0,595.9375
ASM Dataset,C12500 M20,75.0,280.0357142857143
ASM Dataset,CA6NM Tempered,690.0,543.2916666666666
ASM Dataset,ASTM A572 Grade 55,380.0,369.5625
ASM Dataset,AZ63A T6,120.0,223.6875
ASM Dataset,4140 HTQT620,889.0,776.4
ASM Dataset,17-4 PH HT,985.0,870.75
ASM Dataset,431 Tempered,800.0,898.0
ASM Dataset,5086 H34,255.0,342.75
ASM Dataset,N07001 Aged,850.0,497.57142857142856
ASM Dataset,C18100 CWA,455.0,437.5
ASM Dataset,ZK60A T5 Forged,215.0,221.60714285714286
ASM Dataset,HZ32A T5,90.0,165.875
ASM Dataset,ASTM A537 Grade B QT,415.0,495.125
ASM Dataset,C17510 A,120.0,297.25
ASM Dataset,A357.0 T61,250.0,261.75
ASM Dataset,443,48.29999999999999,137.60714285714286
ASM Dataset,ASTM A27 As Cast,230.0,212.35
ASM Dataset,C95500,395.0,488.25
ASM Dataset,C85700,110.0,297.96875
ASM Dataset,C61800,310.0,604.0
ASM Dataset,CA15 Tempered at 1200F,690.0,596.0625
ASM Dataset,316 Annealed,230.0,280.30434782608694
ASM Dataset,ZH62A T5,170.0,202.05
ASM Dataset,ASTM A216 WCB Annealed,280.0,284.0833333333333
ASM Dataset,ASTM A106 grade B,240.0,241.0
ASM Dataset,R56400 A,830.0,766.9642857142857
ASM Dataset,L-605 ColdW,1600.0,1303.2142857142858
Magnesium Dataset,AM50,109.0,112.42489711934157
ASM Dataset,Ti-10-2-3 Sample 4,1169.0,1006.05
ASM Dataset,R58640 STA,1120.0,847.4375
ASM Dataset,SAF 2205 Annealed,500.0,481.35714285714283
ASM Dataset,409 Annealed,200.0,207.0
ASM Dataset,A356.0,83.0,89.5
ASM Dataset,201 Stainless Steel Annealed,301.0,265.39285714285717
ASM Dataset,R30155 STQ,384.0,353.5833333333333
ASM Dataset,AZ63A T4,85.0,136.72727272727272
ASM Dataset,C35000,90.0,203.58333333333334
ASM Dataset,B443.0,41.4,153.25
ASM Dataset,ASTM A562 A,205.0,285.69444444444446
ASM Dataset,ASTM A216 WCB Normalized,280.0,236.82692307692307
ASM Dataset,CA15 As Cast,450.0,466.65909090909093
ASM Dataset,R56400 A1,805.0,704.0357142857143
ASM Dataset,HM21A T8,170.0,369.8333333333333
ASM Dataset,R54520 A,840.0,509.3333333333333
ASM Dataset,4118 QT,620.0,417.4
ASM Dataset,C61300 M20,240.0,487.025
ASM Dataset,ASTM A27 Annealed,205.0,256.2916666666667
ASM Dataset,222,140.0,228.08333333333334
ASM Dataset,R54620,910.0,886.6666666666666
ASM Dataset,R50400 A,340.0,355.9166666666667
ASM Dataset,9310 Normalized,570.0,734.75
ASM Dataset,355.0 T6,185.0,240.15625
ASM Dataset,309 Annealed,275.0,254.08333333333334
ASM Dataset,242,120.0,131.25
ASM Dataset,5160 QT,1005.0,1005.25
ASM Dataset,2618 T4,450.0,375.27941176470586
ASM Dataset,N30002,275.0,233.125
ASM Dataset,R56320 A,550.0,437.125
ASM Dataset,N07001 HTA,897.0,681.6875
ASM Dataset,Ti-10-2-3 Sample 2,1195.0,1019.3333333333334
ASM Dataset,410 Annealed,290.0,789.85
ASM Dataset,EZ33A T5,100.0,132.3125
ASM Dataset,CN-7M As Cast,275.0,328.25
ASM Dataset,6061 T651,276.0,305.8333333333333
ASM Dataset,AZ91A F,160.0,310.5
ASM Dataset,R54620 HT,895.0,1085.6875
ASM Dataset,440C Temper 2,1865.0,965.6785714285714
Magnesium Dataset,AM60,120.0,120.52161654135338
ASM Dataset,R56400 A2,900.0,788.3611111111111
ASM Dataset,N08800 A,210.0,229.875
ASM Dataset,J92500,205.0,204.75
ASM Dataset,ASTM A148 Normalized,460.0,392.1666666666667
ASM Dataset,3003 Annealed,41.0,136.33333333333334
ASM Dataset,ZK60A T5,230.0,219.0
ASM Dataset,HM31A T5,270.0,495.85
ASM Dataset,J92701,280.0,256.1666666666667
ASM Dataset,1050 QT595,543.0,540.525
ASM Dataset,TRIP 780 Cold Rolled,500.0,294.0
ASM Dataset,ASTM 897M 1400-1100-01 As Cast,1240.0,921.125
ASM Dataset,718 HTA,1000.0,596.3625
ASM Dataset,C90300,125.0,185.6184210526316
ASM Dataset,Elgiloy ColdW,1310.0,905.3333333333334
ASM Dataset,C86300,460.0,461.6810344827586
ASM Dataset,5083 H112,190.0,223.27272727272728
ASM Dataset,AZ91C F,83.0,107.25
ASM Dataset,G3000 As Cast,150.0,219.28571428571428
ASM Dataset,C95400 Tempered,310.0,344.9423076923077
ASM Dataset,Ti-10-2-3 Sample 1,1207.0,1225.75
ASM Dataset,ASTM A517 Grade B QT,655.0,589.95
Magnesium Dataset,AM40,107.0,113.92555147058823
ASM Dataset,ASTM A285 Grade C,205.0,223.625
ASM Dataset,430 Annealed,260.0,289.5
ASM Dataset,AZ80A T5,230.0,313.0625
ASM Dataset,Class 30 As Cast,130.0,251.30769230769232
ASM Dataset,R58010 ST,830.0,572.75
ASM Dataset,C90700,150.0,307.5833333333333
ASM Dataset,F33800 As Cast,410.0,312.4642857142857
ASM Dataset,5657 Annealed,40.0,87.0
ASM Dataset,7075 Annealed,145.0,281.75
ASM Dataset,R56400 Forging A,860.0,672.0
ASM Dataset,2024 T6,345.0,342.84375
ASM Dataset,5457 Annealed,48.0,110.95833333333333
ASM Dataset,R56320 CWSR,724.0,738.0833333333334
ASM Dataset,8740 Annealed,380.0,448.82142857142856
ASM Dataset,Elgiloy A,510.0,464.72222222222223
ASM Dataset,C95400 as Cast,240.0,208.875
ASM Dataset,4130 A Furnace Cooled,460.0,457.5
ASM Dataset,R56401 A,790.0,730.0
ASM Dataset,4140 A Furnace Cooled,415.0,484.5
ASM Dataset,C93700,115.0,169.75
ASM Dataset,440A Tempered,1650.0,1397.125
ASM Dataset,301 Full Hard,1080.0,1126.1944444444443
ASM Dataset,316L Annealed,190.0,190.86363636363637
ASM Dataset,1015 Cold Drawn,325.0,441.25
ASM Dataset,C97800,170.0,185.28571428571428
ASM Dataset,2014 T6,483.0,407.7083333333333
ASM Dataset,R56210 Hrolled,760.0,930.125
ASM Dataset,5456 Annealed,159.0,339.0
ASM Dataset,R56400 Plate A,828.0,755.5961538461538
ASM Dataset,Ti-10-2-3 Sample 3,1191.0,1095.25
ASM Dataset,440A Annealed,448.0,495.1136363636364
ASM Dataset,C83600,95.0,181.8
ASM Dataset,N07713,690.0,526.0277777777778
ASM Dataset,17-7 PH CH900,1793.0,1159.75
ASM Dataset,ASTM A572 Grade 65,510.0,633.5833333333334
ASM Dataset,308,110.0,130.04166666666666
ASM Dataset,ASTM 897M 1200-850-04 As Cast,1100.0,894.625
ASM Dataset,R30075 HIP,840.0,702.0
ASM Dataset,319.0 Solution aged,185.0,211.0
ASM Dataset,440C Temper 1,1900.0,1383.84375
ASM Dataset,7050 T73652,455.0,460.45454545454544
ASM Dataset,356,100.0,156.125
ASM Dataset,17-7 PH TH1050,1276.0,767.0
ASM Dataset,4130 Normalized,435.0,387.25
ASM Dataset,R54810 HT,1070.0,877.0909090909091
ASM Dataset,1050 QT480,580.0,608.975
ASM Dataset,4140 HTQT595,1025.0,842.3333333333334
ASM Dataset,W1 Annealed,330.0,320.0
ASM Dataset,1060 Hot Rolled,400.0,375.7
ASM Dataset,C26000 A,140.0,170.2663043478261
Magnesium Dataset,AM70,127.0,129.74710424710426
