Source,Image Name,Expected,Average Prediction
ASM Dataset,CA15 Tempered at 1200F-1,690.0,671.5
ASM Dataset,D3 QT-1,1550.0,1553.7916666666667
ASM Dataset,R56210 Hrolled-1,760.0,637.5
ASM Dataset,C85700-2,110.0,309.0
ASM Dataset,301 Sixteenth Hard-1,350.0,481.25
ASM Dataset,3003 Annealed-1,41.0,194.9375
Magnesium Dataset,am60_5p0_1653,120.0,112.5
ASM Dataset,L-605 ColdW-1,1600.0,1071.65
ASM Dataset,718 HTA-2,1000.0,784.95
ASM Dataset,7075 T7352-2,386.0,273.25
Magnesium Dataset,am50_2p5_1827,109.0,113.3125
ASM Dataset,C95400 Tempered-1,310.0,373.5
Magnesium Dataset,am50_2p5_1809,109.0,104.25
Magnesium Dataset,am70_2p5_f_1595,127.0,117.41666666666667
ASM Dataset,W1 Annealed-2,330.0,333.75
ASM Dataset,302 Annealed-1,275.0,329.4166666666667
Magnesium Dataset,am60_2p5_1686,120.0,109.1875
ASM Dataset,C95500 as Cast-2,320.0,359.75
ASM Dataset,C61300 M20-1,240.0,596.0
Magnesium Dataset,am50_2p5_1819,109.0,114.25
ASM Dataset,R54810 HT-1,1070.0,808.65
Magnesium Dataset,am40_5p0_1693,107.0,102.65
ASM Dataset,4140 HTQT620-1,889.0,743.6875
Magnesium Dataset,am50_5p0_1792,109.0,100.16666666666667
Magnesium Dataset,am40_2p5_1757,107.0,101.75
Magnesium Dataset,am60_5p0_1649,120.0,106.6
Magnesium Dataset,am60_2p5_1684,120.0,116.625
Magnesium Dataset,am60_2p5_1677,120.0,116.25
Magnesium Dataset,am40_2p5_1748,107.0,110.79166666666667
Magnesium Dataset,am70_5p0_f_e_1574,127.0,126.75
Magnesium Dataset,am40_2p5_1724,107.0,108.71428571428571
ASM Dataset,6061 T651-1,276.0,319.4166666666667
Magnesium Dataset,am40_2p5_1746,107.0,111.16666666666667
ASM Dataset,430 Annealed-2,260.0,331.6875
Magnesium Dataset,am40_2p5_1745,107.0,110.46428571428571
Magnesium Dataset,am60_5p0_1654,120.0,108.75
ASM Dataset,C61800-2,310.0,482.7
ASM Dataset,2618 T4-1,450.0,343.6
ASM Dataset,316 Annealed-1,230.0,300.4166666666667
ASM Dataset,AZ92A T6-3,140.0,193.875
ASM Dataset,R54620 HT-1,895.0,839.5
Magnesium Dataset,am50_2p5_1828,109.0,107.4
ASM Dataset,C11000 M20-2,77.0,185.42857142857142
Magnesium Dataset,am50_2p5_1803,109.0,102.71428571428571
ASM Dataset,8740 Tempered-1,1060.0,830.1666666666666
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face2-1000x,896.0,915.25
ASM Dataset,201 Stainless Steel Annealed-1,301.0,377.625
Magnesium Dataset,am60_5p0_edge_1627,120.0,113.35
ASM Dataset,A356-0-1,83.0,93.5625
Magnesium Dataset,am60_2p5_1680,120.0,105.16666666666667
Magnesium Dataset,am60_2p5_1672,120.0,122.1875
ASM Dataset,17-7 PH CH900-1,1793.0,1256.375
ASM Dataset,201 Stainless Steel Annealed-2,301.0,193.25
Magnesium Dataset,am50_2p5_1801,109.0,99.75
ASM Dataset,C18100 CWA-2,455.0,351.725
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face2-500x-E,896.0,861.6666666666666
ASM Dataset,356-0-6,100.0,147.75
Magnesium Dataset,am40_2p5_1729,107.0,123.125
ASM Dataset,1050 QT480-1,580.0,684.875
ASM Dataset,520-0-T4-2,152.0,235.75
ASM Dataset,2219 T6-1,250.0,299.45
ASM Dataset,C86300-2,460.0,456.6875
ASM Dataset,N07750 HTA-2,655.0,717.625
ASM Dataset,C85200-3,95.0,112.2
Magnesium Dataset,am60_5p0_1652,120.0,116.66666666666667
Magnesium Dataset,am40_5p0_1721,107.0,96.25
Magnesium Dataset,am50_5p0_1799,109.0,105.85
ASM Dataset,C90300-2,125.0,126.25
ASM Dataset,R50400 A-1,340.0,339.8333333333333
Magnesium Dataset,am40_5p0_1698,107.0,112.7
ASM Dataset,C26000 A-2,140.0,154.2
ASM Dataset,4140 HTQT595-1,1025.0,758.1944444444445
Magnesium Dataset,am60_5p0_1641,120.0,101.08333333333333
ASM Dataset,2024 T3-2,290.0,275.0833333333333
ASM Dataset,AZ92A T6-1,140.0,205.0
ASM Dataset,R58010 ST-1,830.0,488.1666666666667
Magnesium Dataset,am60_5p0_1648,120.0,114.45833333333333
ASM Dataset,C90300-4,125.0,123.16666666666667
ASM Dataset,R54520 A-1,840.0,684.5
Magnesium Dataset,am70_2p5_f_1613,127.0,129.95
ASM Dataset,316L Annealed-2,190.0,149.5
Magnesium Dataset,am60_5p0_edge_1632,120.0,116.25
ASM Dataset,CA6NM Tempered-3,690.0,660.75
ASM Dataset,ASTM A572 Grade 65-1,510.0,522.0
ASM Dataset,2618 T4-3,450.0,345.25
ASM Dataset,Elgiloy A-1,510.0,414.45
ASM Dataset,ASTM A537 Grade A Normalized-3,330.0,336.375
ASM Dataset,B443-0-1,41.4,87.0625
ASM Dataset,Class 30 As Cast-5,130.0,462.875
ASM Dataset,2014-T4-2,290.0,303.9166666666667
ASM Dataset,C97800-1,170.0,190.45
Magnesium Dataset,am70_2p5_f_1602,127.0,134.60714285714286
ASM Dataset,N07001 HTA-5,897.0,403.3
ASM Dataset,R30075 HIP-1,840.0,770.625
ASM Dataset,G3000 As Cast-2,150.0,162.5
Magnesium Dataset,am50_2p5_1829,109.0,103.58333333333333
Magnesium Dataset,am40_2p5_1752,107.0,110.03571428571429
ASM Dataset,4140 Normalized-1,635.0,482.95
ASM Dataset,EZ33A T5-1,100.0,130.0
ASM Dataset,15-5 PH STA-1,1069.0,950.4642857142857
Magnesium Dataset,am50_5p0_1789,109.0,105.5
Magnesium Dataset,am70_5p0_f_e_1583,127.0,137.21875
ASM Dataset,R56400 A2-1,900.0,508.0
ASM Dataset,C97600-2,140.0,145.16666666666666
Magnesium Dataset,am50_2p5_1825,109.0,102.75
ASM Dataset,AZ63A T6-1,120.0,173.8125
Magnesium Dataset,am40_5p0_1694,107.0,113.83333333333333
ASM Dataset,A286 STA-1,759.0,526.875
Magnesium Dataset,am60_2p5_1675,120.0,115.875
ASM Dataset,C11000 A-2,69.0,126.375
ASM Dataset,308-0-1,110.0,126.35
ASM Dataset,7075 Annealed-2,145.0,344.4375
ASM Dataset,MetalTek C86300-3,415.0,315.5833333333333
Magnesium Dataset,am60_2p5_1690,120.0,114.6875
ASM Dataset,C61800-1,310.0,635.8333333333334
Magnesium Dataset,am50_2p5_1812,109.0,120.0625
ASM Dataset,17-4 PH HT-1,985.0,829.0
Magnesium Dataset,am70_2p5_f_1600,127.0,127.0
Magnesium Dataset,am60_2p5_1659,120.0,121.45833333333333
Magnesium Dataset,am50_2p5_1821,109.0,114.9375
Magnesium Dataset,am70_5p0_f_e_1588,127.0,120.5
ASM Dataset,355-0-T6-1,185.0,188.1875
Magnesium Dataset,am70_2p5_f_1605,127.0,129.92857142857142
Magnesium Dataset,am70_5p0_f_e_1582,127.0,124.42857142857143
Magnesium Dataset,am60_5p0_1638,120.0,110.45833333333333
ASM Dataset,C11000 M20-1,77.0,110.625
ASM Dataset,R56210 A-1,760.0,644.5
ASM Dataset,222-0-1,140.0,155.125
ASM Dataset,HM21A T8-1,170.0,448.9583333333333
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face2-2000x,896.0,891.875
ASM Dataset,CN-7M As Cast-2,275.0,343.3125
Magnesium Dataset,am50_5p0_1772,109.0,108.9375
ASM Dataset,C95400 as Cast-1,240.0,247.4375
ASM Dataset,C93700-2,115.0,202.5625
ASM Dataset,ASTM A517 Grade B QT-2,655.0,555.375
ASM Dataset,7050 T73652-3,455.0,415.25
Ti-6Al-2Sn-4Zr-2Mo-0.1Si Dataset,Billet_Face1-1000x,896.0,937.6
Magnesium Dataset,am50_2p5_1830,109.0,111.3
Magnesium Dataset,am70_5p0_f_1557,127.0,133.5
ASM Dataset,R58640 STA-1,1120.0,810.9166666666666
Magnesium Dataset,am40_2p5_1727,107.0,124.5
Magnesium Dataset,am40_2p5_1761,107.0,114.875
ASM Dataset,C93700-1,115.0,180.9
Magnesium Dataset,am50_5p0_1787,109.0,100.5
ASM Dataset,ASTM A216 WCB Normalized-1,280.0,242.16666666666666
ASM Dataset,ASTM A562 A-1,205.0,250.04166666666666
ASM Dataset,ASTM A537 Grade A Normalized-4,330.0,299.25
Magnesium Dataset,am50_2p5_1823,109.0,111.5
ASM Dataset,Class 30 As Cast-4,130.0,153.9
Magnesium Dataset,am50_2p5_1805,109.0,115.1875
Magnesium Dataset,am40_2p5_1764,107.0,125.375
ASM Dataset,304 Annealed-1,230.0,184.75
Magnesium Dataset,am60_2p5_1683,120.0,110.125
ASM Dataset,2024-O-2,95.0,155.8125
Magnesium Dataset,am50_2p5_1808,109.0,106.2
Magnesium Dataset,am70_2p5_f_1611,127.0,131.8
ASM Dataset,R50700 A-3,590.0,556.25
ASM Dataset,ASTM A537 Grade B QT-2,415.0,642.8928571428571
Magnesium Dataset,am50_5p0_1794,109.0,120.875
ASM Dataset,C83600-2,95.0,199.375
ASM Dataset,ASTM A216 WCB Normalized-2,280.0,222.32142857142858
Magnesium Dataset,am70_2p5_f_1617,127.0,124.0625
ASM Dataset,Ti Grade 7 (CP) A-3,340.0,351.75
ASM Dataset,R50700 A-1,590.0,443.375
ASM Dataset,8740 Annealed-1,380.0,425.125
ASM Dataset,410 Tempered at 453c-1,920.0,1028.8333333333333
ASM Dataset,C35000-2,90.0,158.625
ASM Dataset,440C Temper 2-1,1865.0,1400.375
ASM Dataset,C85200-4,95.0,125.25
ASM Dataset,MP35N ColdW-1,1413.0,1322.0
ASM Dataset,AZ63A T4-1,85.0,125.0
Magnesium Dataset,am60_2p5_1661,120.0,120.65
ASM Dataset,2014-T6-3,483.0,460.7857142857143
ASM Dataset,9310 Normalized-1,570.0,897.5
ASM Dataset,C63200 TQ50-1,350.0,396.3333333333333
Magnesium Dataset,am60_5p0_1639,120.0,121.5
ASM Dataset,5657 Annealed-1,40.0,110.95833333333333
ASM Dataset,356-0-5,100.0,202.08333333333334
ASM Dataset,C85200-1,95.0,222.625
Magnesium Dataset,am40_2p5_1736,107.0,121.5
ASM Dataset,R56400 Plate A-2,828.0,1028.25
ASM Dataset,C93700-4,115.0,157.125
